DBN,School Name,Year,Total Enrollment,Grade 3K,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multi-Racial,% Multi-Racial,# Native American,% Native American,# White,% White,# Missing Race/Ethnicity Data,% Missing Race/Ethnicity Data,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
31R078,P.S. 78,2019-20,715,0,35,88,94,126,121,133,118,0,0,0,0,0,0,0,343,0.48,372,0.52,34,0.048,292,0.408,343,0.48,8,0.011,13,0.018,25,0.035,0,0,284,0.397,61,0.085,Above 95%,Above 95%,Above 95%
31R078,P.S. 78,2020-21,670,0,34,80,94,91,117,125,129,0,0,0,0,0,0,0,328,0.49,342,0.51,31,0.046,288,0.43,308,0.46,7,0.01,11,0.016,25,0.037,0,0,267,0.399,57,0.085,634,94.6%,Above 95%
31R078,P.S. 78,2021-22,587,0,36,80,78,83,84,100,126,0,0,0,0,0,0,0,290,0.494,297,0.506,31,0.053,242,0.412,275,0.468,7,0.012,9,0.015,23,0.039,0,0,214,0.365,62,0.106,Above 95%,Above 95%,94.1%
31R080,The Michael J. Petrides School,2017-18,1313,0,36,73,81,87,91,101,101,95,98,93,117,115,110,115,617,0.47,696,0.53,114,0.087,278,0.212,311,0.237,10,0.008,3,0.002,561,0.427,36,0.027,384,0.292,18,0.014,633,48.2%,45.3%
31R080,The Michael J. Petrides School,2018-19,1330,0,36,75,88,91,90,102,103,98,96,94,120,116,109,112,635,0.477,695,0.523,125,0.094,274,0.206,340,0.256,14,0.011,3,0.002,535,0.402,39,0.029,392,0.295,18,0.014,610,45.9%,45.2%
31R080,The Michael J. Petrides School,2019-20,1338,0,36,74,87,90,92,103,102,98,94,92,134,111,110,115,640,0.478,698,0.522,123,0.092,279,0.209,376,0.281,22,0.016,2,0.001,532,0.398,4,0.003,399,0.298,16,0.012,631,47.2%,49.7%
31R080,The Michael J. Petrides School,2020-21,1376,0,35,75,85,95,96,104,99,96,98,91,145,130,108,119,649,0.472,727,0.528,143,0.104,278,0.202,406,0.295,27,0.02,2,0.001,506,0.368,14,0.01,401,0.291,21,0.015,646,46.9%,53.0%
31R080,The Michael J. Petrides School,2021-22,1404,0,35,73,83,92,90,95,99,128,98,96,149,128,129,109,672,0.479,732,0.521,168,0.12,296,0.211,438,0.312,28,0.02,2,0.001,461,0.328,11,0.008,397,0.283,27,0.019,762,54.3%,54.7%
31R440,New Dorp High School,2017-18,3045,0,0,0,0,0,0,0,0,0,0,0,903,810,890,442,1477,0.485,1567,0.515,275,0.09,319,0.105,843,0.277,24,0.008,10,0.003,1545,0.507,29,0.01,672,0.221,134,0.044,"1,846",60.6%,54.6%
31R440,New Dorp High School,2018-19,3051,0,0,0,0,0,0,0,0,0,0,0,912,785,917,437,1490,0.488,1561,0.512,293,0.096,307,0.101,818,0.268,26,0.009,10,0.003,1562,0.512,35,0.011,708,0.232,138,0.045,"1,923",63.0%,54.2%
31R440,New Dorp High School,2019-20,3106,0,0,0,0,0,0,0,0,0,0,0,909,787,924,486,1507,0.485,1599,0.515,336,0.108,277,0.089,844,0.272,27,0.009,10,0.003,1583,0.51,29,0.009,722,0.232,148,0.048,"1,923",61.9%,56.5%
31R440,New Dorp High School,2020-21,3128,0,0,0,0,0,0,0,0,0,0,0,857,831,958,482,1503,0.48,1625,0.52,355,0.113,287,0.092,853,0.273,26,0.008,9,0.003,1568,0.501,30,0.01,725,0.232,194,0.062,"1,976",63.2%,57.6%
31R440,New Dorp High School,2021-22,3178,0,0,0,0,0,0,0,0,0,0,0,897,787,1033,461,1512,0.476,1666,0.524,412,0.13,309,0.097,889,0.28,27,0.008,13,0.004,1528,0.481,0,0,740,0.233,215,0.068,"1,940",61.0%,58.5%
31R445,Port Richmond High School,2017-18,1549,0,0,0,0,0,0,0,0,0,0,0,334,418,347,450,742,0.479,807,0.521,114,0.074,353,0.228,682,0.44,17,0.011,11,0.007,372,0.24,0,0,406,0.262,123,0.079,"1,158",74.8%,71.3%
31R445,Port Richmond High School,2018-19,1564,0,0,0,0,0,0,0,0,0,0,0,309,393,419,443,763,0.488,801,0.512,119,0.076,365,0.233,714,0.457,18,0.012,14,0.009,333,0.213,1,0.001,431,0.276,144,0.092,"1,203",76.9%,72.4%
31R445,Port Richmond High School,2019-20,1564,0,0,0,0,0,0,0,0,0,0,0,350,334,396,484,757,0.484,807,0.516,128,0.082,357,0.228,719,0.46,17,0.011,18,0.012,322,0.206,3,0.002,464,0.297,159,0.102,"1,223",78.2%,76.3%
31R445,Port Richmond High School,2020-21,1538,0,0,0,0,0,0,0,0,0,0,0,368,356,356,458,755,0.491,783,0.509,119,0.077,360,0.234,737,0.479,23,0.015,13,0.008,273,0.178,13,0.008,481,0.313,148,0.096,"1,211",78.7%,77.2%
31R445,Port Richmond High School,2021-22,1634,0,0,0,0,0,0,0,0,0,0,0,414,414,390,416,798,0.488,836,0.512,110,0.067,394,0.241,833,0.51,26,0.016,12,0.007,247,0.151,12,0.007,521,0.319,205,0.125,"1,321",80.8%,77.6%
31R450,Curtis High School,2017-18,2587,0,0,0,0,0,0,0,0,0,0,0,828,848,513,398,1437,0.555,1150,0.445,166,0.064,934,0.361,1051,0.406,16,0.006,16,0.006,387,0.15,17,0.007,491,0.19,206,0.08,"1,996",77.2%,73.5%
31R450,Curtis High School,2018-19,2586,0,0,0,0,0,0,0,0,0,0,0,684,642,586,674,1453,0.562,1133,0.438,181,0.07,929,0.359,1050,0.406,20,0.008,12,0.005,347,0.134,47,0.018,494,0.191,211,0.082,"1,974",76.3%,73.3%
31R450,Curtis High School,2019-20,2476,0,0,0,0,0,0,0,0,0,1,0,792,745,527,411,1412,0.57,1064,0.43,185,0.075,852,0.344,1034,0.418,19,0.008,12,0.005,325,0.131,49,0.02,464,0.187,216,0.087,"1,902",76.8%,74.7%
31R450,Curtis High School,2020-21,2455,0,0,0,0,0,0,0,0,0,0,0,703,716,575,461,1419,0.578,1036,0.422,179,0.073,815,0.332,1044,0.425,24,0.01,13,0.005,325,0.132,55,0.022,482,0.196,220,0.09,"1,848",75.3%,74.5%
31R450,Curtis High School,2021-22,2253,0,0,0,0,0,0,0,0,0,0,0,667,566,571,449,1284,0.57,969,0.43,173,0.077,709,0.315,1003,0.445,23,0.01,7,0.003,285,0.126,53,0.024,445,0.198,194,0.086,"1,714",76.1%,74.6%
31R455,Tottenville High School,2017-18,3808,0,0,0,0,0,0,0,0,0,0,0,948,987,920,953,1909,0.501,1898,0.498,213,0.056,60,0.016,453,0.119,9,0.002,11,0.003,3020,0.793,42,0.011,734,0.193,47,0.012,"1,417",37.2%,32.1%
31R455,Tottenville High School,2018-19,3654,0,0,0,0,0,0,0,0,0,0,0,881,988,916,869,1866,0.511,1788,0.489,197,0.054,58,0.016,414,0.113,9,0.002,16,0.004,2924,0.8,36,0.01,758,0.207,58,0.016,"1,293",35.4%,32.2%
31R455,Tottenville High School,2019-20,3694,0,0,0,0,0,0,0,0,0,0,0,937,889,921,947,1892,0.512,1802,0.488,230,0.062,56,0.015,433,0.117,16,0.004,11,0.003,2931,0.793,17,0.005,775,0.21,69,0.019,"1,337",36.2%,34.8%
31R455,Tottenville High School,2020-21,3726,0,0,0,0,0,0,0,0,0,0,0,1010,962,874,880,1900,0.51,1826,0.49,269,0.072,53,0.014,492,0.132,30,0.008,13,0.003,2834,0.761,35,0.009,835,0.224,87,0.023,"1,578",42.4%,35.1%
31R455,Tottenville High School,2021-22,3707,0,0,0,0,0,0,0,0,0,0,0,954,988,922,843,1864,0.503,1843,0.497,334,0.09,63,0.017,528,0.142,39,0.011,15,0.004,2692,0.726,36,0.01,853,0.23,104,0.028,"1,536",41.4%,36.9%
31R460,Susan E. Wagner High School,2017-18,3284,0,0,0,0,0,0,0,0,0,0,0,840,880,762,802,1651,0.503,1633,0.497,474,0.144,364,0.111,883,0.269,19,0.006,19,0.006,1523,0.464,2,0.001,718,0.219,90,0.027,"1,865",56.8%,51.6%
31R460,Susan E. Wagner High School,2018-19,3383,0,0,0,0,0,0,0,0,0,0,0,915,803,855,810,1693,0.5,1690,0.5,508,0.15,349,0.103,918,0.271,23,0.007,19,0.006,1554,0.459,12,0.004,722,0.213,132,0.039,"1,899",56.1%,51.2%
31R460,Susan E. Wagner High School,2019-20,3434,0,0,0,0,0,0,0,0,0,0,0,864,894,789,887,1717,0.5,1717,0.5,530,0.154,353,0.103,970,0.282,23,0.007,17,0.005,1541,0.449,0,0,755,0.22,113,0.033,"1,966",57.3%,53.0%
31R460,Susan E. Wagner High School,2020-21,3332,0,0,0,0,0,0,0,0,0,0,0,782,816,843,891,1682,0.505,1650,0.495,548,0.164,312,0.094,984,0.295,24,0.007,18,0.005,1433,0.43,13,0.004,712,0.214,124,0.037,"2,041",61.3%,53.1%
31R460,Susan E. Wagner High School,2021-22,3224,0,0,0,0,0,0,0,0,0,0,0,710,804,811,899,1634,0.507,1590,0.493,573,0.178,309,0.096,994,0.308,34,0.011,21,0.007,1278,0.396,15,0.005,688,0.213,151,0.047,"1,874",58.1%,52.5%
31R470,Concord High School,2017-18,172,0,0,0,0,0,0,0,0,0,0,0,8,63,66,35,87,0.506,85,0.494,2,0.012,49,0.285,76,0.442,2,0.012,3,0.017,40,0.233,0,0,55,0.32,2,0.012,124,72.1%,74.5%
31R470,Concord High School,2018-19,166,0,0,0,0,0,0,0,0,0,0,0,3,41,57,65,87,0.524,79,0.476,2,0.012,41,0.247,90,0.542,3,0.018,4,0.024,26,0.157,0,0,49,0.295,4,0.024,129,77.7%,80.5%
31R470,Concord High School,2019-20,178,0,0,0,0,0,0,0,0,0,0,0,6,59,69,44,94,0.528,84,0.472,0,0,58,0.326,98,0.551,1,0.006,1,0.006,20,0.112,0,0,68,0.382,6,0.034,150,84.3%,85.8%
31R470,Concord High School,2020-21,177,0,0,0,0,0,0,0,0,0,0,0,1,39,78,59,99,0.559,78,0.441,5,0.028,58,0.328,91,0.514,4,0.023,0,0,19,0.107,0,0,62,0.35,9,0.051,152,85.9%,86.7%
31R470,Concord High School,2021-22,165,0,0,0,0,0,0,0,0,0,0,0,2,47,70,46,91,0.552,74,0.448,2,0.012,66,0.4,78,0.473,3,0.018,1,0.006,15,0.091,0,0,60,0.364,4,0.024,145,87.9%,89.9%
31R600,Ralph R. McKee Career and Technical Education High,2017-18,792,0,0,0,0,0,0,0,0,0,0,0,326,226,92,148,164,0.207,628,0.793,41,0.052,212,0.268,368,0.465,2,0.003,3,0.004,154,0.194,12,0.015,238,0.301,50,0.063,547,69.1%,69.7%
31R600,Ralph R. McKee Career and Technical Education High,2018-19,795,0,0,0,0,0,0,0,0,0,0,0,267,247,166,115,167,0.21,628,0.79,37,0.047,211,0.265,373,0.469,3,0.004,4,0.005,146,0.184,21,0.026,259,0.326,52,0.065,563,70.8%,70.8%
31R600,Ralph R. McKee Career and Technical Education High,2019-20,830,0,0,0,0,0,0,0,0,0,0,0,285,205,168,172,180,0.217,650,0.783,43,0.052,223,0.269,397,0.478,5,0.006,5,0.006,154,0.186,3,0.004,277,0.334,57,0.069,616,74.2%,75.2%
31R600,Ralph R. McKee Career and Technical Education High,2020-21,838,0,0,0,0,0,0,0,0,0,0,0,233,258,162,185,176,0.21,662,0.79,30,0.036,235,0.28,412,0.492,5,0.006,3,0.004,144,0.172,9,0.011,287,0.342,56,0.067,656,78.3%,77.3%
31R600,Ralph R. McKee Career and Technical Education High,2021-22,768,0,0,0,0,0,0,0,0,0,0,0,199,204,211,154,158,0.206,610,0.794,22,0.029,204,0.266,399,0.52,7,0.009,7,0.009,119,0.155,10,0.013,274,0.357,67,0.087,586,76.3%,77.2%
31R605,Staten Island Technical High School,2017-18,1320,0,0,0,0,0,0,0,0,0,0,0,336,346,324,314,590,0.447,730,0.553,639,0.484,10,0.008,36,0.027,2,0.002,5,0.004,592,0.448,36,0.027,16,0.012,0,0,555,42.0%,35.6%
31R605,Staten Island Technical High School,2018-19,1331,0,0,0,0,0,0,0,0,0,0,0,333,333,342,323,591,0.444,740,0.556,665,0.5,9,0.007,27,0.02,2,0.002,4,0.003,559,0.42,65,0.049,17,0.013,0,0,568,42.7%,34.6%
31R605,Staten Island Technical High School,2019-20,1335,0,0,0,0,0,0,0,0,0,0,0,329,334,330,342,587,0.44,748,0.56,703,0.527,6,0.004,52,0.039,6,0.004,4,0.003,556,0.416,8,0.006,19,0.014,0,0,573,42.9%,37.8%
31R605,Staten Island Technical High School,2020-21,1336,0,0,0,0,0,0,0,0,0,0,0,343,331,331,331,589,0.441,747,0.559,760,0.569,9,0.007,57,0.043,6,0.004,2,0.001,487,0.365,15,0.011,19,0.014,0,0,591,44.2%,40.2%
31R605,Staten Island Technical High School,2021-22,1355,0,0,0,0,0,0,0,0,0,0,0,340,359,326,330,607,0.448,748,0.552,825,0.609,9,0.007,55,0.041,4,0.003,1,0.001,442,0.326,19,0.014,18,0.013,1,0.001,640,47.2%,41.0%
31R861,Staten Island School of Civic Leadership,2017-18,906,0,18,97,98,103,104,104,97,96,93,96,0,0,0,0,467,0.515,439,0.485,113,0.125,183,0.202,390,0.43,27,0.03,10,0.011,182,0.201,1,0.001,227,0.251,30,0.033,713,78.7%,64.4%
31R861,Staten Island School of Civic Leadership,2018-19,906,0,18,96,100,100,104,105,105,92,94,92,0,0,0,0,475,0.524,431,0.476,124,0.137,183,0.202,378,0.417,32,0.035,6,0.007,180,0.199,3,0.003,221,0.244,36,0.04,655,72.3%,61.9%
31R861,Staten Island School of Civic Leadership,2019-20,873,0,18,88,93,100,102,99,103,90,88,92,0,0,0,0,449,0.514,424,0.486,131,0.15,178,0.204,354,0.405,34,0.039,7,0.008,167,0.191,2,0.002,213,0.244,42,0.048,650,74.5%,67.3%
31R861,Staten Island School of Civic Leadership,2020-21,878,0,18,96,89,86,105,106,102,100,88,88,0,0,0,0,453,0.516,425,0.484,133,0.151,195,0.222,353,0.402,34,0.039,8,0.009,153,0.174,2,0.002,207,0.236,57,0.065,665,75.7%,66.9%
31R861,Staten Island School of Civic Leadership,2021-22,863,0,17,100,98,93,89,97,102,94,92,81,0,0,0,0,441,0.511,422,0.489,138,0.16,186,0.216,349,0.404,32,0.037,8,0.009,148,0.171,2,0.002,211,0.244,45,0.052,656,76.0%,65.3%
32K045,P.S./I.S. 045 Horace E. Greene,2017-18,681,0,41,63,65,69,68,83,83,76,70,63,0,0,0,0,350,0.514,331,0.486,20,0.029,290,0.426,340,0.499,0,0,8,0.012,23,0.034,0,0,127,0.186,111,0.163,568,83.4%,87.0%
32K045,P.S./I.S. 045 Horace E. Greene,2018-19,621,0,33,49,55,66,59,64,75,73,74,73,0,0,0,0,322,0.519,299,0.481,22,0.035,275,0.443,293,0.472,0,0,6,0.01,25,0.04,0,0,122,0.196,86,0.138,521,83.9%,85.8%
32K045,P.S./I.S. 045 Horace E. Greene,2019-20,593,15,21,51,45,60,58,62,61,75,67,78,0,0,0,0,319,0.538,274,0.462,18,0.03,253,0.427,299,0.504,1,0.002,4,0.007,18,0.03,0,0,129,0.218,90,0.152,508,85.7%,87.7%
32K045,P.S./I.S. 045 Horace E. Greene,2020-21,572,14,23,42,56,49,60,62,57,63,76,70,0,0,0,0,305,0.533,267,0.467,17,0.03,248,0.434,281,0.491,1,0.002,4,0.007,20,0.035,1,0.002,131,0.229,84,0.147,497,86.9%,87.2%
32K045,P.S./I.S. 045 Horace E. Greene,2021-22,532,13,27,40,55,49,41,53,60,59,60,75,0,0,0,0,279,0.524,253,0.476,11,0.021,210,0.395,286,0.538,2,0.004,5,0.009,18,0.034,0,0,103,0.194,88,0.165,467,87.8%,84.1%
32K075,P.S. 075 Mayda Cortiella,2017-18,364,0,47,46,54,52,55,61,49,0,0,0,0,0,0,0,171,0.47,193,0.53,7,0.019,80,0.22,270,0.742,0,0,0,0,7,0.019,0,0,78,0.214,55,0.151,335,92.0%,94.1%
32K075,P.S. 075 Mayda Cortiella,2018-19,308,0,18,44,40,51,51,48,56,0,0,0,0,0,0,0,147,0.477,161,0.523,6,0.019,65,0.211,230,0.747,0,0,0,0,7,0.023,0,0,80,0.26,54,0.175,281,91.2%,93.5%
32K075,P.S. 075 Mayda Cortiella,2019-20,282,14,18,23,45,40,45,48,49,0,0,0,0,0,0,0,127,0.45,155,0.55,5,0.018,52,0.184,216,0.766,0,0,0,0,9,0.032,0,0,66,0.234,59,0.209,248,87.9%,91.2%
32K075,P.S. 075 Mayda Cortiella,2020-21,244,7,10,24,25,45,42,45,46,0,0,0,0,0,0,0,106,0.434,138,0.566,8,0.033,44,0.18,184,0.754,0,0,0,0,8,0.033,0,0,56,0.23,51,0.209,226,92.6%,93.3%
32K075,P.S. 075 Mayda Cortiella,2021-22,250,9,17,19,29,40,45,43,48,0,0,0,0,0,0,0,118,0.472,132,0.528,2,0.008,39,0.156,200,0.8,0,0,0,0,8,0.032,1,0.004,54,0.216,69,0.276,218,87.2%,90.3%
32K086,P.S. 086 The Irvington,2017-18,384,0,0,58,67,75,60,59,65,0,0,0,0,0,0,0,178,0.464,206,0.536,12,0.031,4,0.01,357,0.93,0,0,2,0.005,9,0.023,0,0,91,0.237,112,0.292,Above 95%,Above 95%,93.2%
32K086,P.S. 086 The Irvington,2018-19,354,0,0,52,56,63,72,59,52,0,0,0,0,0,0,0,169,0.477,185,0.523,7,0.02,3,0.008,336,0.949,0,0,1,0.003,7,0.02,0,0,98,0.277,95,0.268,Above 95%,Above 95%,91.4%
32K086,P.S. 086 The Irvington,2019-20,419,0,0,72,63,61,70,83,70,0,0,0,0,0,0,0,211,0.504,208,0.496,6,0.014,3,0.007,401,0.957,0,0,2,0.005,7,0.017,0,0,91,0.217,148,0.353,397,94.7%,90.7%
32K086,P.S. 086 The Irvington,2020-21,379,0,0,45,66,62,59,71,76,0,0,0,0,0,0,0,197,0.52,182,0.48,7,0.018,2,0.005,359,0.947,0,0,2,0.005,9,0.024,0,0,87,0.23,148,0.391,352,92.9%,90.6%
32K086,P.S. 086 The Irvington,2021-22,374,0,0,59,51,71,61,62,70,0,0,0,0,0,0,0,189,0.505,185,0.495,5,0.013,1,0.003,354,0.947,2,0.005,2,0.005,10,0.027,0,0,72,0.193,194,0.519,345,92.2%,89.6%
32K106,P.S. 106 Edward Everett Hale,2017-18,422,0,23,55,65,75,64,72,68,0,0,0,0,0,0,0,177,0.419,245,0.581,6,0.014,42,0.1,368,0.872,1,0.002,2,0.005,3,0.007,0,0,116,0.275,137,0.325,Above 95%,Above 95%,90.6%
32K106,P.S. 106 Edward Everett Hale,2018-19,399,0,26,40,62,61,69,68,73,0,0,0,0,0,0,0,174,0.436,225,0.564,4,0.01,42,0.105,348,0.872,1,0.003,1,0.003,3,0.008,0,0,116,0.291,114,0.286,Above 95%,Above 95%,91.1%
32K106,P.S. 106 Edward Everett Hale,2019-20,397,15,33,44,46,62,62,69,66,0,0,0,0,0,0,0,177,0.446,220,0.554,4,0.01,38,0.096,349,0.879,2,0.005,1,0.003,3,0.008,0,0,110,0.277,126,0.317,362,91.2%,85.0%
32K106,P.S. 106 Edward Everett Hale,2020-21,339,16,23,40,47,42,55,53,63,0,0,0,0,0,0,0,150,0.442,189,0.558,5,0.015,28,0.083,301,0.888,1,0.003,0,0,3,0.009,1,0.003,86,0.254,108,0.319,309,91.2%,87.2%
32K106,P.S. 106 Edward Everett Hale,2021-22,343,12,35,43,45,43,47,57,61,0,0,0,0,0,0,0,166,0.484,177,0.516,6,0.017,28,0.082,306,0.892,1,0.003,0,0,1,0.003,1,0.003,70,0.204,118,0.344,290,84.5%,84.3%
32K116,P.S. 116 Elizabeth L Farrell,2017-18,395,0,0,48,46,69,70,80,82,0,0,0,0,0,0,0,198,0.501,197,0.499,4,0.01,13,0.033,373,0.944,1,0.003,1,0.003,3,0.008,0,0,101,0.256,103,0.261,354,89.6%,92.6%
32K116,P.S. 116 Elizabeth L Farrell,2018-19,352,0,0,49,50,37,71,67,78,0,0,0,0,0,0,0,173,0.491,179,0.509,6,0.017,13,0.037,329,0.935,1,0.003,1,0.003,2,0.006,0,0,83,0.236,101,0.287,319,90.6%,92.7%
32K116,P.S. 116 Elizabeth L Farrell,2019-20,340,14,0,42,54,50,47,61,72,0,0,0,0,0,0,0,163,0.479,177,0.521,5,0.015,11,0.032,318,0.935,1,0.003,2,0.006,3,0.009,0,0,73,0.215,125,0.368,306,90.0%,92.8%
32K116,P.S. 116 Elizabeth L Farrell,2020-21,319,15,18,33,40,55,51,47,60,0,0,0,0,0,0,0,157,0.492,162,0.508,4,0.013,13,0.041,294,0.922,1,0.003,2,0.006,5,0.016,0,0,65,0.204,115,0.361,274,85.9%,90.3%
32K116,P.S. 116 Elizabeth L Farrell,2021-22,361,12,18,53,45,52,67,61,53,0,0,0,0,0,0,0,154,0.427,207,0.573,3,0.008,11,0.03,340,0.942,1,0.003,1,0.003,4,0.011,1,0.003,57,0.158,167,0.463,303,83.9%,88.3%
32K123,P.S. 123 Suydam,2017-18,627,0,35,78,79,109,124,90,112,0,0,0,0,0,0,0,331,0.528,296,0.472,34,0.054,17,0.027,557,0.888,2,0.003,5,0.008,12,0.019,0,0,104,0.166,242,0.386,Above 95%,Above 95%,90.0%
32K123,P.S. 123 Suydam,2018-19,587,0,36,74,80,78,107,121,91,0,0,0,0,0,0,0,288,0.491,299,0.509,34,0.058,12,0.02,525,0.894,1,0.002,4,0.007,11,0.019,0,0,96,0.164,200,0.341,548,93.4%,87.9%
32K123,P.S. 123 Suydam,2019-20,598,15,32,67,86,82,77,114,125,0,0,0,0,0,0,0,290,0.485,308,0.515,31,0.052,11,0.018,536,0.896,2,0.003,5,0.008,13,0.022,0,0,98,0.164,194,0.324,523,87.5%,85.1%
32K123,P.S. 123 Suydam,2020-21,525,14,26,68,73,84,83,72,105,0,0,0,0,0,0,0,259,0.493,266,0.507,24,0.046,19,0.036,471,0.897,0,0,4,0.008,7,0.013,0,0,87,0.166,181,0.345,413,78.7%,85.7%
32K123,P.S. 123 Suydam,2021-22,538,11,32,70,82,86,84,92,81,0,0,0,0,0,0,0,255,0.474,283,0.526,17,0.032,22,0.041,480,0.892,0,0,3,0.006,15,0.028,1,0.002,80,0.149,210,0.39,461,85.7%,84.6%
32K145,P.S. 145 Andrew Jackson,2017-18,576,0,46,87,76,77,85,102,103,0,0,0,0,0,0,0,272,0.472,304,0.528,2,0.003,29,0.05,536,0.931,2,0.003,3,0.005,4,0.007,0,0,100,0.174,101,0.175,528,91.7%,94.5%
32K145,P.S. 145 Andrew Jackson,2018-19,515,0,34,76,85,69,71,81,99,0,0,0,0,0,0,0,249,0.483,266,0.517,1,0.002,28,0.054,477,0.926,0,0,2,0.004,7,0.014,0,0,93,0.181,87,0.169,461,89.5%,92.0%
32K145,P.S. 145 Andrew Jackson,2019-20,501,15,33,66,74,87,67,73,86,0,0,0,0,0,0,0,239,0.477,262,0.523,3,0.006,32,0.064,450,0.898,2,0.004,2,0.004,12,0.024,0,0,101,0.202,89,0.178,452,90.2%,92.8%
32K145,P.S. 145 Andrew Jackson,2020-21,474,29,32,58,67,69,82,66,71,0,0,0,0,0,0,0,240,0.506,234,0.494,3,0.006,29,0.061,427,0.901,2,0.004,1,0.002,11,0.023,1,0.002,98,0.207,78,0.165,434,91.6%,91.1%
32K145,P.S. 145 Andrew Jackson,2021-22,468,23,35,72,60,60,66,83,69,0,0,0,0,0,0,0,240,0.513,228,0.487,2,0.004,28,0.06,422,0.902,4,0.009,1,0.002,9,0.019,2,0.004,97,0.207,94,0.201,382,81.6%,86.4%
32K151,P.S. 151 Lyndon B. Johnson,2017-18,305,0,30,39,51,52,41,46,46,0,0,0,0,0,0,0,149,0.489,156,0.511,2,0.007,43,0.141,244,0.8,0,0,0,0,16,0.052,0,0,59,0.193,90,0.295,Above 95%,Above 95%,91.4%
32K151,P.S. 151 Lyndon B. Johnson,2018-19,294,0,34,36,34,48,52,38,52,0,0,0,0,0,0,0,141,0.48,153,0.52,2,0.007,32,0.109,244,0.83,0,0,2,0.007,14,0.048,0,0,55,0.187,87,0.296,273,92.9%,92.1%
32K151,P.S. 151 Lyndon B. Johnson,2019-20,326,17,34,49,45,35,50,46,50,0,0,0,0,0,0,0,141,0.433,185,0.567,3,0.009,38,0.117,273,0.837,1,0.003,2,0.006,9,0.028,0,0,59,0.181,91,0.279,296,90.8%,90.8%
32K151,P.S. 151 Lyndon B. Johnson,2020-21,306,14,39,38,46,37,42,45,45,0,0,0,0,0,0,0,143,0.467,163,0.533,5,0.016,31,0.101,262,0.856,1,0.003,2,0.007,5,0.016,0,0,51,0.167,101,0.33,263,85.9%,87.7%
32K151,P.S. 151 Lyndon B. Johnson,2021-22,319,14,37,47,38,51,39,48,45,0,0,0,0,0,0,0,154,0.483,165,0.517,5,0.016,26,0.082,273,0.856,1,0.003,3,0.009,11,0.034,0,0,36,0.113,127,0.398,265,83.1%,84.7%
32K162,J.H.S. 162 The Willoughby,2017-18,360,0,0,0,0,0,0,0,0,80,118,162,0,0,0,0,180,0.5,180,0.5,12,0.033,20,0.056,315,0.875,0,0,3,0.008,10,0.028,0,0,84,0.233,65,0.181,325,90.3%,91.8%
32K162,J.H.S. 162 The Willoughby,2018-19,322,0,0,0,0,0,0,0,0,121,78,123,0,0,0,0,172,0.534,150,0.466,14,0.043,10,0.031,291,0.904,0,0,2,0.006,5,0.016,0,0,68,0.211,53,0.165,284,88.2%,92.0%
32K162,J.H.S. 162 The Willoughby,2019-20,317,0,0,0,0,0,0,0,0,98,129,90,0,0,0,0,165,0.521,152,0.479,12,0.038,17,0.054,281,0.886,0,0,2,0.006,5,0.016,0,0,68,0.215,68,0.215,280,88.3%,91.4%
32K162,J.H.S. 162 The Willoughby,2020-21,327,0,0,0,0,0,0,0,0,100,98,129,0,0,0,0,160,0.489,167,0.511,12,0.037,24,0.073,280,0.856,0,0,2,0.006,9,0.028,0,0,76,0.232,76,0.232,278,85.0%,89.9%
32K162,J.H.S. 162 The Willoughby,2021-22,300,0,0,0,0,0,0,0,0,97,97,106,0,0,0,0,123,0.41,177,0.59,8,0.027,20,0.067,260,0.867,1,0.003,2,0.007,9,0.03,0,0,65,0.217,105,0.35,245,81.7%,88.2%
32K168,The Brooklyn School for Math and Research,2017-18,269,0,0,0,0,0,0,0,0,0,0,0,95,70,59,45,107,0.398,162,0.602,15,0.056,127,0.472,109,0.405,0,0,1,0.004,11,0.041,6,0.022,51,0.19,26,0.097,243,90.3%,82.7%
32K168,The Brooklyn School for Math and Research,2018-19,277,0,0,0,0,0,0,0,0,0,0,0,85,75,61,56,108,0.39,169,0.61,14,0.051,132,0.477,117,0.422,1,0.004,1,0.004,7,0.025,5,0.018,49,0.177,27,0.097,247,89.2%,80.8%
32K168,The Brooklyn School for Math and Research,2019-20,304,0,0,0,0,0,0,0,0,0,0,0,107,78,64,55,132,0.434,172,0.566,11,0.036,143,0.47,133,0.438,2,0.007,2,0.007,7,0.023,6,0.02,62,0.204,32,0.105,278,91.4%,82.1%
32K168,The Brooklyn School for Math and Research,2020-21,364,0,0,0,0,0,0,0,0,0,0,0,148,88,68,60,136,0.374,228,0.626,27,0.074,159,0.437,157,0.431,2,0.005,3,0.008,10,0.027,6,0.016,68,0.187,44,0.121,322,88.5%,84.3%
32K168,The Brooklyn School for Math and Research,2021-22,368,0,0,0,0,0,0,0,0,0,0,0,140,108,65,55,139,0.378,229,0.622,29,0.079,161,0.438,156,0.424,2,0.005,3,0.008,13,0.035,4,0.011,64,0.174,46,0.125,330,89.7%,80.8%
